Keyword,LeftContext,RightContext
Caesar,sie den Liburniern entrissen hatten diesen wiederherauszugeben sich weigerten ließ,nach der Pharsalischen Schlacht gegen sie marschieren aber die Römer
Caesar,und infolgedessen ward Dalmatien für einige Zeit ein Herd der,feindlichen Partei und wurde hier den Feldherren Caesars von den
Caesar,vorliegenden Tatsachen war Pompeius unbestritten der erste Feldherr seiner Zeit,ein gewandter Parteiführer und Parteiredner von unleugbaren Talenten aber ebenso
Caesar,festgestellte Plattheiten wegen obskurer Heldentaten am Tajo aufgebe Offenbar spielte,in dem Bunde nur die Rolle des Adjutanten der das
Caesar,Vergleichung der Stellungen wie sie Pompeius durch das Gabinisch Manilische,durch das Vatinische Gesetz erhalten hatten lag nahe allein sie
Caesar,Vorteil aus Pompeius gebot fast über das gesamte Römische Reich,über zwei Provinzen Pompeius standen die Soldaten und die Kassen
Caesar,Soldaten und die Kassen des Staats beinahe unbeschränkt zur Verfügung,nur die ihm angewiesenen Summen und ein Heer von 24000
Caesar,den wichtigsten Unternehmungen zur See und zu Lande betraut worden,ward nach Norden gesandt um von Oberitalien aus die Hauptstadt
Caesar,ist ein seltsames Zusammentreffen daß in denselben Jahren in welchen,jenseit der Alpen ein Werk für die Ewigkeit schuf in
Caesar,schlossen diese Freiheitsbestrebungen den Schacher mit Bürgerschaftsbeschlüssen nicht aus wie,hielt auch Caesars Affe für seine Mitbürger Statthalterschaften und andere
Caesar,ein toller Geselle mit des Propheten Mantel und Stab die,selbst abgelegt hatte sich noch einmal staffierte und noch einmal
Caesar,doch diesmal durch die Veränderung seiner Stellung sowohl Clodius als,gegenüber gezwungen aus seiner bisherigen Passivität herauszutreten Die verdrießliche und
Caesar,weit wichtiger war die Verwandlung die in seinem Verhältnis zu,stattgefunden hatte Wenn von den beiden verbündeten Machthabern Pompeius in
Caesar,in der übernommenen Tätigkeit vollkommen bankerott geworden war so hatte,aus seiner Kompetenz etwas zu machen gewußt was jede Berechnung
Caesar,hinter sich ließ Ohne wegen der Erlaubnis viel anzufragen hatte,durch Aushebungen in seiner großenteils von römischen Bürgern bewohnten südlichen
Caesar,Gabinisch Manilischen Gesetzen dieser gegen ihn gestanden hatte Jetzt war,der Held des Tages und der Herr der mächtigsten römischen
Caesar,Stellung Caesars für Pompeius eine sehr ernste Gefahr ebenwie einst,und dessen Verbündete gegen ihn so sah jetzt er sich
Caesar,Verbündete gegen ihn so sah jetzt er sich genötigt gegen,einen militärischen Rückhalt zu suchen und seine stolze Amtlosigkeit beiseite
Caesar,den Herren der Straße unbedingt gehorchten wie durch den von,energisch terrorisierten Senat als Vertreter der Koalition in Rom und
Caesar,Takt auf ihre wahren Urheber zurückführte und die Verschwägerung zwischen,und Pompeius erinnerten mit unerfreulicher Deutlichkeit an monarchische Ausweisungsdekrete und
Caesar,Monarchie Von dem Augenblick an wo dieses begriff daß es,nicht um eine Modifikation der republikanischen Verfassung zu tun sei
Caesar,besten Männer die bisher sich zur Popularpartei gerechnet und in,ihr Haupt verehrt hatten auf die entgegengesetzte Seite übergetreten sein
Caesar,ward ein äußerlich anständiger Mann mit ganz verlorenem Gesindel mied,sich einzulassen dort oder hier zurückgewiesen Dazu kamen die ungeheuren
Caesar,dort oder hier zurückgewiesen Dazu kamen die ungeheuren Bauten die,für seine Rechnung in der Hauptstadt ausführen ließ und bei
Caesar,den Staat beherrschenden Männer hatte sich verschoben und gelockert seit,übermächtig neben Pompeius sich gestellt und diesen genötigt hatte um
Caesar,Zwei sich unter der Einherrschaft Allein wenn die Nobilität gegen,dasselbe Mittel wandte durch das dieser seine bisherigen Siege erfochten
Caesar,kam die Majorität desselben noch unter dem Bann des von,erregten Schreckens Gehorsam nahm sie den Vorschlag im Prinzip an
Caesar,Ablehnung gleichkommende Abänderung des ursprünglichen Planes herbeiführten die Rücksicht auf,dem in Gallien selbst seinen Kollegen nicht bloß neben sondern
Caesar,Gesetz über das Gebiet von Capua und die übrigen von,als Konsul erlassenen Gesetze waren von ihnen stets als nichtig
Caesar,den Augenblick gekommen um den Kampf nicht mit Pompeius gegen,sondern gegen die Tyrannis überhaupt zu beginnen Was weiter folgen
Caesar,Kolonie Capua warf die Nobilität den Machthabern den Handschuh hin,obwohl er über die hauptstädtischen Ereignisse von Tag zu Tag
Caesar,mit seinem mächtigeren Kollegen das Erforderliche zu verabreden er fand,in Ravenna Von da aus begaben beide sich nach Luca
Caesar,repräsentiert war In jeder Hinsicht stand das entscheidende Wort bei,Er benutzte es um die bestehende Gesamtherrschaft auf einer neuen
Caesar,und militärisch wie finanziell angemessen ausgestattet werden sollten Dagegen bedang,sich die Verlängerung seines Kommandos das mit dem Jahre 700
Caesar,sie in ihre Statthalterschaften abgingen das zweite Konsulat zugesagt während,es sich offen hielt gleich nach Beendigung seiner Statthalterschaft im
Caesar,Flüchtlings welcher kommt bei seinem Gegner Hilfe zu erbitten Mochte,ihn zurückweisen und die Koalition als gelöst erklären oder auch
Caesar,wie so politisch vernichtet Wenn er in diesem Fall mit,nicht brach so war er der machtlose Schutzbefohlene seines Verbündeten
Caesar,er der machtlose Schutzbefohlene seines Verbündeten Wenn er dagegen mit,brach und was nicht gerade wahrscheinlich war noch jetzt eine
Caesar,letzten Augenblick abgeschlossene Bündnis der Gegner so wenig furchtbar daß,schwerlich um dies abzuwenden sich zu jenen Konzessionen verstanden hat
Caesar,zu jenen Konzessionen verstanden hat Eine ernstliche Rivalität des Crassus,gegenüber war vollends unmöglich Es ist schwer zu sagen welche
Caesar,war vollends unmöglich Es ist schwer zu sagen welche Motive,bestimmten seine überlegene Stellung ohne Not aufzugeben und was er
Caesar,694 versagt und dieser seitdem in der offenbaren Absicht gegen,gerüstet zu sein auf verschiedenen Wegen ohne ja gegen Caesars
Caesar,nur als Gegengewicht gegen Pompeius neue Macht Allein nichtsdestoweniger verlor,unendlich indem sein Rival für seine bisherige Machtlosigkeit ein bedeutendes
Caesar,bisherige Machtlosigkeit ein bedeutendes Kommando eintauschte Es ist möglich daß,sich seiner Soldaten noch nicht hinreichend Herr fühlte um sie
Caesar,bei Pompeius und es wäre dies höchstens ein Grund für,gewesen nicht offen mit Pompeius zu brechen um nicht durch
Caesar,zugestand Rein persönliche Motive mochten mitwirken es kann sein daß,sich erinnerte einstmals in gleicher Machtlosigkeit Pompeius gegenüber gestanden zu
Caesar,vom Untergang gerettet worden zu sein es ist wahrscheinlich daß,sich scheute das Herz seiner geliebten und ihren Gemahl aufrichtig
Caesar,Allein die entscheidende Ursache war unzweifelhaft die Rücksicht auf Gallien,betrachtete anders als seine Biographen die Unterwerfung Galliens nicht als
Caesar,zu werden Es war das ein arger politischer Fehler wenn,nichts wollte als möglichst rasch König von Rom werden allein
Caesar,J 706 hinausschob Allein als Staatsmann wie als Feldherr war,ein überverwegener Spieler der sich selber vertrauend wie seine Gegner
Caesar,gar nichts vorgesehen Keinem schien es beigefallen zu sein daß,möglicherweise sich zur Wehr setzen daß nun gar Pompeius und
Caesar,der Julischen Gesetze war nicht weiter die Rede die von,auf eigene Hand errichteten Legionen wurden durch Beschluß des Senats
Caesar,Staatskasse übernommen die Versuche bei der Regulierung der nächsten Konsularprovinzen,beide Gallien oder doch das eine derselben hinwegzudekretieren wurden von
Caesar,Behörden nicht bedürfe um ihre Truppen beliebig zu vermehren hatte,bereits hinreichend dargetan ebensowenig trugen sie Bedenken ihre Truppen sich
Caesar,Bedenken ihre Truppen sich untereinander zu borgen wie zum Beispiel,von Pompeius für den Gallischen Crassus von Caesar für den
Caesar,zum Beispiel Caesar von Pompeius für den Gallischen Crassus von,für den Parthischen Krieg solche kollegialische Unterstützung empfing Die Transpadaner
Caesar,der bestehenden Verfassung nur das latinische Recht zustand wurden von,während seiner Verwaltung tatsächlich als römische Vollbürger behandelt 59 Wenn
Caesar,Gebiete durch eine Senats kommission beschafft worden war so organisierte,seine ausgedehnten gallischen Eroberungen durchaus nach eigenem Ermessen und gründete
Caesar,angewiesen worden ihn bis weiter in Ruhe zu lassen aber,ließ ebensowenig um Ciceros willen den Clodius fallen wie den
Caesar,und daß er im Senat den Antrag stellte den Prokonsul,wegen seines treulosen Benehmens gegen die Usipeten und Tencterer diesen
Caesar,auf Urlaub entlassen um an den Abstimmungen in Rom teilzunehmen,pflegte selbst von Oberitalien aus in möglichster Nähe die Wahlbewegungen
Caesar,Macht zu gebrauchen und seine Klienten so zu vertreten wie,die seinigen vertrat Ende 700 fanden die Geschwornen den Gabinius
Caesar,Ton Sie ist voll von grimmigem Hohn gegen den großen,den einzigen Feldherrn gegen den liebevollen Schwiegervater und Schwiegersohn welche
Caesar,wie durch Machtbefehl sie zu unterdrücken Soweit er konnte versuchte,vielmehr die namhaftesten Schriftsteller persönlich zu gewinnen Schon Cicero hatte
Caesar,Schon Cicero hatte die rücksichtsvolle Behandlung die er vorzugsweise von,erfuhr zum guten Teil seinem literarischen Ruf zu danken aber
Caesar,hatte ward von demselben mit der schmeichelhaftesten Auszeichnung behandelt Ja,war genialisch genug um seinen literarischen Gegnern auf ihr eigenes
Caesar,tüchtigen Elemente der Literatur waren und blieben antimonarchisch und wenn,selbst sich auf dieses Gebiet wagen durfte ohne zu scheitern
Caesar,ohne eigentlich mitzuzählen Er diente den wirklichen Machthabern Pompeius und,als Gleichgewichtstein oder genauer gesagt er fiel in Caesars Wagschale
Caesar,so ausgedehnten Zugeständnissen auch ferner im Übergewicht zu bleiben gab,seinem alten Verbündeten Crassus Gelegenheit durch den Parthischen Krieg ebendahin
Caesar,durch den Parthischen Krieg ebendahin in Syrien zu gelangen wohin,durch den keltischen in Gallien gelangt war Es war schwer
Caesar,noch die des Ostens einzutun Feldherrnmacht und Feldherrnruhm rasch wie,und mühelos wie Pompeius zu erjagen Er fand den Parthischen
Caesar,Sohn Publius der mit der größten Auszeichnung in Gallien unter,gefochten hatte und von diesem an der Spitze einer keltischen
Caesar,verwenden Nachdem auf der Zusammenkunft von Luca im April 698,sich Pompeius gegenüber zu ansehnlichen Konzessionen verstanden und die Machthaber
Caesar,gegenseitig sich ohne Hinterhalt als gleichberechtigt anzuerkennen Daß dies bei,insofern der Fall war als er um den Preis der
Caesar,dumpfen und trägen Natur niemals recht sich dazu verstanden hatte,neben sich gelten zu lassen so ist doch die Absicht
Caesar,persönliche Verhältnis zwischen ihrem Vater und ihrem Gemahl gelöst war,versuchte die vom Schicksal getrennten verwandtschaftlichen Bande wiederherzustellen er warb
Caesar,vorläufig noch ein kollegialisches Einvernehmen bestehen Die Ursache war daß,nicht geradezu das Verhältnis lösen wollte bevor Galliens Unterwerfung eine
Caesar,700 eine seiner auf Urlaub entlassenen italienischen Legionen leihweise an,andrerseits gewährte Caesar Pompeius seine Einwilligung und seine moralische Unterstützung
Caesar,auf Urlaub entlassenen italienischen Legionen leihweise an Caesar andrerseits gewährte,Pompeius seine Einwilligung und seine moralische Unterstützung bei den Repressivmaßregeln
Caesar,seinen Namen abgeleistet hatte faßte er den Entschluß baldmöglichst mit,förmlich zu brechen und die Absicht trat auch klar genug
Caesar,Pompeius sich zum Kollegen im Konsulat nicht seinen früheren Schwiegervater,erkor wie es der Lage der Sache entsprach und vielfach
Caesar,eine ansehnliche feste Summe auswerfen ließ nicht nur ohne für,die gleiche Verlängerung des Kommandos und die gleiche Geldbewilligung zu
Caesar,stürzen Der Augenblick konnte nicht günstiger sein Nur darum hatte,in Luca Pompeius so viel eingeräumt weil Crassus und dessen
Caesar,Zeit mit Pompeius aufs tiefste verfeindet und fast ebensolange mit,politisch und persönlich verbündet war und der nach seiner Eigentümlichkeit
Caesar,würde des neuen Königs von Rom Bankier zu sein durfte,überhaupt zählen und auf keinen Fall besorgen ihn sich gegenüber
Caesar,Feldherr in Syrien zu Grunde gingen war darum auch für,ein furchtbar schwerer Schlag Wenige Monate später loderte in Gallien
Caesar,gewaltiger empor als je und trat zum erstenmal hier gegen,ein ebenbürtiger Gegner in dem Arvernerkönig Vercingetorix auf Wieder einmal
Caesar,mögen wenn er jetzt statt in weite Ferne hinein gegen,zu intriguieren kurzweg die Bürgerschaft oder den Senat zwang Caesar
Caesar,Caesar zu intriguieren kurzweg die Bürgerschaft oder den Senat zwang,sofort aus Gallien abzurufen Aber Pompeius hat es nie verstanden
Caesar,und schon im Frühjahr 703 sprach er seine Absicht mit,zu brechen unverhohlen aus aber er brach nicht und ließ
Caesar,Kampf um den Besitz der Krone Roms zwischen Pompeius und,Aber keiner der Prätendenten fand seine Rechnung dabei die rechte
Caesar,Generale und wenn auch für den Augenblick sowohl Pompeius wie,offiziell sich zu der sogenannten Popularpartei rechneten so konnte es
Caesar,rechneten so konnte es doch keinen Augenblick zweifelhaft sein daß,das Volk und den demokratischen Fortschritt Pompeius die Aristokratie und
Caesar,Aristokratie und die legitime Verfassung auf sein Panier schreiben werde,hatte keine Wahl Er war von Haus aus und sehr
Caesar,nicht für den König Pompeius aber doch gegen den König,fechten zu helfen Hierzu kam ein anderes wenigstens ebenso wichtiges
Caesar,reisefertig machte die legitime Regierungsbehörde das heißt der Senat mit,brechen ihm den Krieg erklären und mit dessen Führung Pompeius
Caesar,der Hand gab wann und wie es ihm gefiel gegen,loszuschlagen und in diesem entscheidenden Punkte sich abhängig machte von
Caesar,sich zu der oligarchischen Verfassung bekannte und für sie gegen,zu streiten sich erbot so konnte und mußte die republikanische
Caesar,allem war war es ihm doch auch keineswegs so wie,zum deutlichen und sicheren Bewußtsein gekommen daß es das erste
Caesar,Feldherren heran und es konnte dann nach dem Siege über,unter günstigeren Aussichten dazu geschritten werden nicht bloß einen der
Caesar,Männer der Ordnung zu gewinnen wie sie für den Demokraten,beleidigend waren Andrerseits hatten auch Cato und seine Getreuen den
Caesar,und strenger Aristokrat eben der rechte Mann um wenn mit,der Krieg begonnen werden sollte denselben zu erklären Wie die
Caesar,nötigenfalls mit den Waffen zu erzwingen Allein ein Mann wie,in dem der Offizier durchaus dem Staatsmann untergeordnet war konnte
Caesar,allerdings wahrscheinlich war schließlich die Waffen entscheiden so verfügte dann,als Konsul in Rom über die gehorsame Senatsmajorität und konnte
Caesar,Planes davon ab daß Pompeius gutmütig genug war jetzt noch,zu dem ihm in Luca zugesicherten Konsulat für 706 gelangen
